row_name,run_name,index,row,matrix,u_front_speed_mm_per_day,u_front_width_mm,u_seed_peak_density,u_seed_sigma_mm,u_preop_time,u_diffusivity_ratio,u_chemo_kill_rate,u_rt_alpha,u_rt_alpha_beta_ratio,u_gaussian_seed_x_fraction,u_gaussian_seed_y_fraction,u_gaussian_seed_z_fraction,u_core_threshold,u_edema_threshold_ratio,front_speed_mm_per_day,front_width_mm,seed_peak_density,seed_sigma_mm,preop_time,diffusivity_ratio,chemo_kill_rate,rt_alpha,rt_alpha_beta_ratio,gaussian_seed_x_fraction,gaussian_seed_y_fraction,gaussian_seed_z_fraction,core_threshold,edema_threshold_ratio,white_matter_diffusivity,rho,gaussian_seed_mass,gaussian_seed_diffusion_time,seed_enhancing_radius_mm,s,seed_voxel_i,seed_voxel_j,seed_voxel_k,edema_threshold
r0136_AB-chemo_kill_rate,r0136_AB-chemo_kill_rate,2183,136,AB:chemo_kill_rate,0.06005123816430569,0.5661847405135632,0.1136831296607852,0.2864179853349924,0.623911814764142,0.9871635232120752,0.6910114390775561,0.6090718135237694,0.09529235865920782,0.8563988665118814,0.953285469673574,0.9881396489217877,0.12016108259558678,0.44715628400444984,0.034073563927903935,3.245755262763597,0.645473251864314,6.976764174843308,136.06500850990415,94.25991557094363,0.0019453961542218604,0.01260266861669642,4.762338869273663,0.8324175824175825,0.5435779816513762,0.33791208791208793,0.48604832477867604,0.4065046994015574,0.05529722472005303,0.0052489422598812965,3452.313152232433,24.337619175688513,2.6668057770313234,2.1495040784137696,151,118,61,0.19758092815878625
r0136_AB-rt_alpha,r0136_AB-rt_alpha,2184,136,AB:rt_alpha,0.06005123816430569,0.5661847405135632,0.1136831296607852,0.2864179853349924,0.623911814764142,0.9871635232120752,0.17050128430128098,0.5713797425851226,0.09529235865920782,0.8563988665118814,0.953285469673574,0.9881396489217877,0.12016108259558678,0.44715628400444984,0.034073563927903935,3.245755262763597,0.645473251864314,6.976764174843308,136.06500850990415,94.25991557094363,0.00012339528739328118,0.010321241286010262,4.762338869273663,0.8324175824175825,0.5435779816513762,0.33791208791208793,0.48604832477867604,0.4065046994015574,0.05529722472005303,0.0052489422598812965,3452.313152232433,24.337619175688513,2.6668057770313234,2.1495040784137696,151,118,61,0.19758092815878625
r0136_AB-rt_alpha_beta_ratio,r0136_AB-rt_alpha_beta_ratio,2185,136,AB:rt_alpha_beta_ratio,0.06005123816430569,0.5661847405135632,0.1136831296607852,0.2864179853349924,0.623911814764142,0.9871635232120752,0.17050128430128098,0.6090718135237694,0.5843611294403672,0.8563988665118814,0.953285469673574,0.9881396489217877,0.12016108259558678,0.44715628400444984,0.034073563927903935,3.245755262763597,0.645473251864314,6.976764174843308,136.06500850990415,94.25991557094363,0.00012339528739328118,0.01260266861669642,8.674889035522938,0.8324175824175825,0.5435779816513762,0.33791208791208793,0.48604832477867604,0.4065046994015574,0.05529722472005303,0.0052489422598812965,3452.313152232433,24.337619175688513,2.6668057770313234,2.1495040784137696,151,118,61,0.19758092815878625
r0136_AB-gaussian_seed_x_fraction,r0136_AB-gaussian_seed_x_fraction,2186,136,AB:gaussian_seed_x_fraction,0.06005123816430569,0.5661847405135632,0.1136831296607852,0.2864179853349924,0.623911814764142,0.9871635232120752,0.17050128430128098,0.6090718135237694,0.09529235865920782,0.053937191143631935,0.953285469673574,0.9881396489217877,0.12016108259558678,0.44715628400444984,0.034073563927903935,3.245755262763597,0.645473251864314,6.976764174843308,136.06500850990415,94.25991557094363,0.00012339528739328118,0.01260266861669642,4.762338869273663,0.7115384615384616,0.5802752293577982,0.28296703296703296,0.48604832477867604,0.4065046994015574,0.05529722472005303,0.0052489422598812965,3452.313152232433,24.337619175688513,2.6668057770313234,2.1495040784137696,129,126,51,0.19758092815878625
r0136_AB-gaussian_seed_y_fraction,r0136_AB-gaussian_seed_y_fraction,2187,136,AB:gaussian_seed_y_fraction,0.06005123816430569,0.5661847405135632,0.1136831296607852,0.2864179853349924,0.623911814764142,0.9871635232120752,0.17050128430128098,0.6090718135237694,0.09529235865920782,0.8563988665118814,0.07759096566587687,0.9881396489217877,0.12016108259558678,0.44715628400444984,0.034073563927903935,3.245755262763597,0.645473251864314,6.976764174843308,136.06500850990415,94.25991557094363,0.00012339528739328118,0.01260266861669642,4.762338869273663,0.8324175824175825,0.48853211009174313,0.33791208791208793,0.48604832477867604,0.4065046994015574,0.05529722472005303,0.0052489422598812965,3452.313152232433,24.337619175688513,2.6668057770313234,2.1495040784137696,151,106,61,0.19758092815878625
r0136_AB-gaussian_seed_z_fraction,r0136_AB-gaussian_seed_z_fraction,2188,136,AB:gaussian_seed_z_fraction,0.06005123816430569,0.5661847405135632,0.1136831296607852,0.2864179853349924,0.623911814764142,0.9871635232120752,0.17050128430128098,0.6090718135237694,0.09529235865920782,0.8563988665118814,0.953285469673574,0.5676709190011024,0.12016108259558678,0.44715628400444984,0.034073563927903935,3.245755262763597,0.645473251864314,6.976764174843308,136.06500850990415,94.25991557094363,0.00012339528739328118,0.01260266861669642,4.762338869273663,0.8324175824175825,0.5435779816513762,0.31043956043956045,0.48604832477867604,0.4065046994015574,0.05529722472005303,0.0052489422598812965,3452.313152232433,24.337619175688513,2.6668057770313234,2.1495040784137696,151,118,56,0.19758092815878625
r0136_AB-core_threshold,r0136_A,2189,136,AB:core_threshold,0.06005123816430569,0.5661847405135632,0.1136831296607852,0.2864179853349924,0.623911814764142,0.9871635232120752,0.17050128430128098,0.6090718135237694,0.09529235865920782,0.8563988665118814,0.953285469673574,0.9881396489217877,0.322567967697978,0.44715628400444984,0.034073563927903935,3.245755262763597,0.645473251864314,6.976764174843308,136.06500850990415,94.25991557094363,0.00012339528739328118,0.01260266861669642,4.762338869273663,0.8324175824175825,0.5435779816513762,0.33791208791208793,0.5467703903093935,0.4065046994015574,0.05529722472005303,0.0052489422598812965,3452.313152232433,24.337619175688513,2.6668057770313234,2.1495040784137696,151,118,61,0.2222647331543922
r0136_AB-edema_threshold_ratio,r0136_A,2190,136,AB:edema_threshold_ratio,0.06005123816430569,0.5661847405135632,0.1136831296607852,0.2864179853349924,0.623911814764142,0.9871635232120752,0.17050128430128098,0.6090718135237694,0.09529235865920782,0.8563988665118814,0.953285469673574,0.9881396489217877,0.12016108259558678,0.8617991460487247,0.034073563927903935,3.245755262763597,0.645473251864314,6.976764174843308,136.06500850990415,94.25991557094363,0.00012339528739328118,0.01260266861669642,4.762338869273663,0.8324175824175825,0.5435779816513762,0.33791208791208793,0.48604832477867604,0.5516297011170537,0.05529722472005303,0.0052489422598812965,3452.313152232433,24.337619175688513,2.6668057770313234,2.1495040784137696,151,118,61,0.2681186921261057
r0136_B,r0136_B,2191,136,B,0.6364770755171776,0.32485741190612316,0.34935793187469244,0.642002415843308,0.9684369377791882,0.5647051716223359,0.6910114390775561,0.5713797425851226,0.5843611294403672,0.053937191143631935,0.07759096566587687,0.5676709190011024,0.322567967697978,0.8617991460487247,0.11566481893299958,1.9650584637834738,0.739743172749877,10.550608566843906,194.634279422462,13.47132591474317,0.0019453961542218604,0.010321241286010262,8.674889035522938,0.7115384615384616,0.5206422018348624,0.3269230769230769,0.5467703903093935,0.5516297011170537,0.11364406570313691,0.029430376007821536,13683.062180024159,55.65767056538001,6.827367312758951,5.369106701553312,129,113,59,0.3016147869860255
r0137_A,r0137_A,2192,137,A,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,55,0.3003789379934155
r0137_AB-front_speed_mm_per_day,r0137_AB-front_speed_mm_per_day,2193,137,AB:front_speed_mm_per_day,0.24402265343815088,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.05032941592200727,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.06077455646352923,0.01041986258085849,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,55,0.3003789379934155
r0137_AB-front_width_mm,r0137_AB-front_width_mm,2194,137,AB:front_width_mm,0.6235082261264324,0.8863929249346256,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,6.316733797397316,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.3554036649458086,0.0089071086898359,41417.603682522524,104.68904350727969,12.435007696768354,2.290725438680496,141,107,55,0.3003789379934155
r0137_AB-seed_peak_density,r0137_AB-seed_peak_density,2195,137,AB:seed_peak_density,0.6235082261264324,0.42402186803519726,0.9165079854428768,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.9666031941771507,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,46122.715617921356,104.68904350727969,14.131079321726787,5.99150202570779,141,107,55,0.3003789379934155
r0137_AB-seed_sigma_mm,r0137_AB-seed_sigma_mm,2196,137,AB:seed_sigma_mm,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.45945706218481064,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,8.532272736361612,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,8491.458956774082,36.39983902382984,7.332383542645227,3.5329283198145913,141,107,55,0.3003789379934155
r0137_AB-preop_time,r0137_AB-preop_time,2197,137,AB:preop_time,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.4508579159155488,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,106.6458457056433,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,55,0.3003789379934155
r0137_AB-diffusivity_ratio,r0137_AB-diffusivity_ratio,2198,137,AB:diffusivity_ratio,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.08179750479757786,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,1.4574545137956303,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,55,0.3003789379934155
r0137_AB-chemo_kill_rate,r0137_AB-chemo_kill_rate,2199,137,AB:chemo_kill_rate,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.18340602051466703,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.00013212736041572093,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,55,0.3003789379934155
r0137_AB-rt_alpha,r0137_AB-rt_alpha,2200,137,AB:rt_alpha,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.15140711423009634,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0011152245359637347,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,55,0.3003789379934155
r0137_AB-rt_alpha_beta_ratio,r0137_AB-rt_alpha_beta_ratio,2201,137,AB:rt_alpha_beta_ratio,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.31942231580615044,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,6.5553785264492035,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,55,0.3003789379934155
r0137_AB-gaussian_seed_x_fraction,r0137_AB-gaussian_seed_x_fraction,2202,137,AB:gaussian_seed_x_fraction,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.6058380212634802,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7939560439560439,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,144,107,55,0.3003789379934155
r0137_AB-gaussian_seed_y_fraction,r0137_AB-gaussian_seed_y_fraction,2203,137,AB:gaussian_seed_y_fraction,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.5877637285739183,0.3276142328977585,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.5481651376146789,0.28296703296703296,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,119,51,0.3003789379934155
r0137_AB-gaussian_seed_z_fraction,r0137_AB-gaussian_seed_z_fraction,2204,137,AB:gaussian_seed_z_fraction,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.43454672768712044,0.5543484287336469,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.3159340659340659,0.6163045286200941,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,57,0.3003789379934155
r0137_AB-core_threshold,r0137_A,2205,137,AB:core_threshold,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5960826156660914,0.6782491402700543,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6288247846998274,0.487387199094519,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,55,0.30648115053606284
r0137_AB-edema_threshold_ratio,r0137_A,2206,137,AB:edema_threshold_ratio,0.6235082261264324,0.42402186803519726,0.6699930001050234,0.9135813703760505,0.3851236095651984,0.22741417586803436,0.5662802867591381,0.08322517201304436,0.8749798303470016,0.4872621102258563,0.18842117860913277,0.3276142328977585,0.5543484287336469,0.4285920197144151,0.11252766899635554,2.415071001726236,0.8679972000420093,14.469902799070884,95.47101362608373,2.849891668708142,0.0010046110022203895,0.0007770941176998236,10.999838642776012,0.7774725274725275,0.49311926605504586,0.30494505494505497,0.6163045286200941,0.40000720690004526,0.13588115514247331,0.0232969690986152,41417.603682522524,104.68904350727969,12.435007696768354,5.99150202570779,141,107,55,0.24652625309317286
r0137_B,r0137_B,2207,137,B,0.24402265343815088,0.8863929249346256,0.9165079854428768,0.45945706218481064,0.4508579159155488,0.08179750479757786,0.18340602051466703,0.15140711423009634,0.31942231580615044,0.6058380212634802,0.5877637285739183,0.43454672768712044,0.5960826156660914,0.4285920197144151,0.05032941592200727,6.316733797397316,0.9666031941771507,8.532272736361612,106.6458457056433,1.4574545137956303,0.00013212736041572093,0.0011152245359637347,6.5553785264492035,0.7939560439560439,0.5389908256880734,0.29395604395604397,0.6288247846998274,0.40000720690004526,0.158958761278905,0.003983816441872578,9456.103487943003,36.39983902382984,8.33248325896665,1.3507412232374214,144,117,53,0.2515344457573003
r0138_A,r0138_A,2208,138,A,0.7628630585968494,0.8554052552208304,0.4688648134469986,0.24743798095732927,0.00795408058911562,0.3862278684973717,0.26186356507241726,0.4185550697147846,0.5889023886993527,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.7875459253787994,6.667504155769158,31.352193700149655,5.921827289297943,0.0002002285131201583,0.004592802545768308,8.711219109594822,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,3676.508518534641,22.227805833599493,4.9176360456867965,1.1257847833803296,132,113,49,0.1785191312436167
r0138_AB-front_speed_mm_per_day,r0138_AB-front_speed_mm_per_day,2209,138,AB:front_speed_mm_per_day,0.40623906906694174,0.8554052552208304,0.4688648134469986,0.24743798095732927,0.00795408058911562,0.3862278684973717,0.26186356507241726,0.4185550697147846,0.5889023886993527,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.0709894494557566,5.92253888505139,0.7875459253787994,6.667504155769158,31.352193700149655,5.921827289297943,0.0002002285131201583,0.004592802545768308,8.711219109594822,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.21021888741505432,0.005993160267375823,3676.508518534641,22.227805833599493,4.9176360456867965,1.1257847833803296,132,113,49,0.1785191312436167
r0138_AB-front_width_mm,r0138_AB-front_width_mm,2210,138,AB:front_width_mm,0.7628630585968494,0.15968422312289476,0.4688648134469986,0.24743798095732927,0.00795408058911562,0.3862278684973717,0.26186356507241726,0.4185550697147846,0.5889023886993527,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,1.3938281231122331,0.7875459253787994,6.667504155769158,31.352193700149655,5.921827289297943,0.0002002285131201583,0.004592802545768308,8.711219109594822,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.10538021810422776,0.05424261858677411,3676.508518534641,22.227805833599493,4.9176360456867965,4.783591351910382,132,113,49,0.1785191312436167
r0138_AB-seed_peak_density,r0138_AB-seed_peak_density,2211,138,AB:seed_peak_density,0.7628630585968494,0.8554052552208304,0.5085821794345975,0.24743798095732927,0.00795408058911562,0.3862278684973717,0.26186356507241726,0.4185550697147846,0.5889023886993527,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.803432871773839,6.667504155769158,31.352193700149655,5.921827289297943,0.0002002285131201583,0.004592802545768308,8.711219109594822,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,3750.6737092525955,22.227805833599493,5.094985258297255,1.1257847833803296,132,113,49,0.1785191312436167
r0138_AB-seed_sigma_mm,r0138_AB-seed_sigma_mm,2212,138,AB:seed_sigma_mm,0.7628630585968494,0.8554052552208304,0.4688648134469986,0.8186758356168866,0.00795408058911562,0.3862278684973717,0.26186356507241726,0.4185550697147846,0.5889023886993527,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.7875459253787994,12.957585552415892,31.352193700149655,5.921827289297943,0.0002002285131201583,0.004592802545768308,8.711219109594822,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,26984.72187568715,83.94951167408854,9.55690289634024,2.1878430524316363,132,113,49,0.1785191312436167
r0138_AB-preop_time,r0138_AB-preop_time,2213,138,AB:preop_time,0.7628630585968494,0.8554052552208304,0.4688648134469986,0.24743798095732927,0.042163118720054626,0.3862278684973717,0.26186356507241726,0.4185550697147846,0.5889023886993527,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.7875459253787994,6.667504155769158,37.16773018240929,5.921827289297943,0.0002002285131201583,0.004592802545768308,8.711219109594822,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,3676.508518534641,22.227805833599493,4.9176360456867965,1.1257847833803296,132,113,49,0.1785191312436167
r0138_AB-diffusivity_ratio,r0138_AB-diffusivity_ratio,2214,138,AB:diffusivity_ratio,0.7628630585968494,0.8554052552208304,0.4688648134469986,0.24743798095732927,0.00795408058911562,0.8720226306468248,0.26186356507241726,0.4185550697147846,0.5889023886993527,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.7875459253787994,6.667504155769158,31.352193700149655,55.46835179415046,0.0002002285131201583,0.004592802545768308,8.711219109594822,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,3676.508518534641,22.227805833599493,4.9176360456867965,1.1257847833803296,132,113,49,0.1785191312436167
r0138_AB-chemo_kill_rate,r0138_AB-chemo_kill_rate,2215,138,AB:chemo_kill_rate,0.7628630585968494,0.8554052552208304,0.4688648134469986,0.24743798095732927,0.00795408058911562,0.3862278684973717,0.9358669500797987,0.4185550697147846,0.5889023886993527,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.7875459253787994,6.667504155769158,31.352193700149655,5.921827289297943,0.007119146472870254,0.004592802545768308,8.711219109594822,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,3676.508518534641,22.227805833599493,4.9176360456867965,1.1257847833803296,132,113,49,0.1785191312436167
r0138_AB-rt_alpha,r0138_AB-rt_alpha,2216,138,AB:rt_alpha,0.7628630585968494,0.8554052552208304,0.4688648134469986,0.24743798095732927,0.00795408058911562,0.3862278684973717,0.26186356507241726,0.42637894582003355,0.5889023886993527,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.7875459253787994,6.667504155769158,31.352193700149655,5.921827289297943,0.0002002285131201583,0.004787190920848356,8.711219109594822,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,3676.508518534641,22.227805833599493,4.9176360456867965,1.1257847833803296,132,113,49,0.1785191312436167
r0138_AB-rt_alpha_beta_ratio,r0138_AB-rt_alpha_beta_ratio,2217,138,AB:rt_alpha_beta_ratio,0.7628630585968494,0.8554052552208304,0.4688648134469986,0.24743798095732927,0.00795408058911562,0.3862278684973717,0.26186356507241726,0.4185550697147846,0.784936897456646,0.16928391344845295,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.7875459253787994,6.667504155769158,31.352193700149655,5.921827289297943,0.0002002285131201583,0.004592802545768308,10.279495179653168,0.728021978021978,0.5206422018348624,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,3676.508518534641,22.227805833599493,4.9176360456867965,1.1257847833803296,132,113,49,0.1785191312436167
r0138_AB-gaussian_seed_x_fraction,r0138_AB-gaussian_seed_x_fraction,2218,138,AB:gaussian_seed_x_fraction,0.7628630585968494,0.8554052552208304,0.4688648134469986,0.24743798095732927,0.00795408058911562,0.3862278684973717,0.26186356507241726,0.4185550697147846,0.5889023886993527,0.30365006159991026,0.2576473942026496,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.7875459253787994,6.667504155769158,31.352193700149655,5.921827289297943,0.0002002285131201583,0.004592802545768308,8.711219109594822,0.75,0.5068807339449541,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,3676.508518534641,22.227805833599493,4.9176360456867965,1.1257847833803296,136,110,49,0.1785191312436167
r0138_AB-gaussian_seed_y_fraction,r0138_AB-gaussian_seed_y_fraction,2219,138,AB:gaussian_seed_y_fraction,0.7628630585968494,0.8554052552208304,0.4688648134469986,0.24743798095732927,0.00795408058911562,0.3862278684973717,0.26186356507241726,0.4185550697147846,0.5889023886993527,0.16928391344845295,0.3249441748484969,0.007159775123000145,0.3179394043982029,0.22093918826431036,0.15120977451499218,5.92253888505139,0.7875459253787994,6.667504155769158,31.352193700149655,5.921827289297943,0.0002002285131201583,0.004592802545768308,8.711219109594822,0.728021978021978,0.5252293577981652,0.27197802197802196,0.5453818213194609,0.3273287158925086,0.4477728846824469,0.012765621083269606,3676.508518534641,22.227805833599493,4.9176360456867965,1.1257847833803296,132,114,49,0.1785191312436167
