run_name,index,row,matrix,u_front_speed_mm_per_day,u_front_width_mm,u_diffusivity_ratio,u_resection_time,u_chemo_kill_rate,u_rt_alpha,u_rt_alpha_beta_ratio,u_seed_peak_density,u_seed_relative_width,u_gaussian_seed_x_fraction,u_gaussian_seed_y_fraction,u_gaussian_seed_z_fraction,front_speed_mm_per_day,front_width_mm,diffusivity_ratio,resection_time,chemo_kill_rate,rt_alpha,rt_alpha_beta_ratio,seed_peak_density,seed_relative_width,gaussian_seed_x_fraction,gaussian_seed_y_fraction,gaussian_seed_z_fraction,white_matter_diffusivity,rho,gaussian_seed_mass,gaussian_seed_diffusion_time,seed_sigma_mm,seed_enhancing_radius_mm,seed_voxel_i,seed_voxel_j,seed_voxel_k
r0265_A,3710,265,A,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.082854202823652,5.421340418801741,130.83569966256618,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.05615018493749617,0.047886292950234256,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,143,129,52
r0265_AB-front_speed_mm_per_day,3711,265,AB:front_speed_mm_per_day,0.3625048063695431,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.06470271116782761,1.082854202823652,5.421340418801741,130.83569966256618,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.03503180136108349,0.02987600315864718,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,143,129,52
r0265_AB-front_width_mm,3712,265,AB:front_width_mm,0.5850119180977345,0.31449556443840265,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.6589105383341325,5.421340418801741,130.83569966256618,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.08602093733332675,0.03125778779540283,1186.3387814752105,11.15678804658734,4.723724811330004,2.793349682015995,143,129,52
r0265_AB-diffusivity_ratio,3713,265,AB:diffusivity_ratio,0.5850119180977345,0.04945846926420927,0.5180701119825244,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.082854202823652,10.86776462763607,130.83569966256618,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.05615018493749617,0.047886292950234256,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,143,129,52
r0265_AB-resection_time,3714,265,AB:resection_time,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.08761298842728138,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.082854202823652,5.421340418801741,44.894208032637835,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.05615018493749617,0.047886292950234256,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,143,129,52
r0265_AB-chemo_kill_rate,3715,265,AB:chemo_kill_rate,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.6610733773559332,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.082854202823652,5.421340418801741,130.83569966256618,0.0036228161709614525,0.18289619024580334,5.313639558851719,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.05615018493749617,0.047886292950234256,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,143,129,52
r0265_AB-rt_alpha,3716,265,AB:rt_alpha,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.09228087961673737,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.082854202823652,5.421340418801741,130.83569966256618,0.0016051079319405004,0.013184394591511805,5.313639558851719,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.05615018493749617,0.047886292950234256,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,143,129,52
r0265_AB-rt_alpha_beta_ratio,3717,265,AB:rt_alpha_beta_ratio,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.023854508064687252,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.082854202823652,5.421340418801741,130.83569966256618,0.0016051079319405004,0.18289619024580334,4.190836064517498,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.05615018493749617,0.047886292950234256,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,143,129,52
r0265_AB-seed_peak_density,3718,265,AB:seed_peak_density,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.6766770305112004,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.082854202823652,5.421340418801741,130.83569966256618,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.8706708122044802,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.05615018493749617,0.047886292950234256,401.9931168165845,4.753715903720451,3.083412364157753,2.660805532669491,143,129,52
r0265_AB-seed_relative_width,3719,265,AB:seed_relative_width,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.20764294546097517,0.8700813828036189,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.082854202823652,5.421340418801741,130.83569966256618,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.7146364405751229,2.309599892379097,0.7884615384615384,0.5940366972477065,0.28846153846153844,0.05615018493749617,0.047886292950234256,176.06586784982605,3.127400336511692,2.5009599503037596,1.4789294383024745,143,129,52
r0265_AB-gaussian_seed_x_fraction,3720,265,AB:gaussian_seed_x_fraction,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.5590755306184292,0.6715511456131935,0.24412308167666197,0.10370774715761157,1.082854202823652,5.421340418801741,130.83569966256618,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.7146364405751229,2.8474861676830017,0.5412087912087912,0.6444954128440367,0.37637362637362637,0.05615018493749617,0.047886292950234256,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,98,140,68
r0265_AB-gaussian_seed_y_fraction,3721,265,AB:gaussian_seed_y_fraction,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.5072022387757897,0.24412308167666197,0.10370774715761157,1.082854202823652,5.421340418801741,130.83569966256618,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5022935779816514,0.29945054945054944,0.05615018493749617,0.047886292950234256,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,143,109,54
r0265_AB-gaussian_seed_z_fraction,3722,265,AB:gaussian_seed_z_fraction,0.5850119180977345,0.04945846926420927,0.36705333925783634,0.5931511744856834,0.3893332500010729,0.9701580004766583,0.16420494485646486,0.2865911014378071,0.5096888337284327,0.8700813828036189,0.6715511456131935,0.8238075124099851,0.10370774715761157,1.082854202823652,5.421340418801741,130.83569966256618,0.0016051079319405004,0.18289619024580334,5.313639558851719,0.7146364405751229,2.8474861676830017,0.7884615384615384,0.5940366972477065,0.5851648351648352,0.05615018493749617,0.047886292950234256,329.9512583982602,4.753715903720451,3.083412364157753,1.8233595924736288,143,129,106
r0265_B,3723,265,B,0.3625048063695431,0.31449556443840265,0.5180701119825244,0.08761298842728138,0.6610733773559332,0.09228087961673737,0.023854508064687252,0.6766770305112004,0.20764294546097517,0.5590755306184292,0.5072022387757897,0.8238075124099851,0.06470271116782761,1.6589105383341325,10.86776462763607,44.894208032637835,0.0036228161709614525,0.013184394591511805,4.190836064517498,0.8706708122044802,2.309599892379097,0.5412087912087912,0.5114678899082569,0.717032967032967,0.05366800470754939,0.019501567345759845,771.2637830342265,7.339888078708947,3.831419600803062,3.3062922722565635,98,111,130
r0266_A,3724,266,A,0.8439652593806386,0.8898654654622078,0.51878403685987,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.17958096180682126,4.187832165378317,10.903553873268487,114.13692539557815,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6542514313012361,3.464437742769828,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.37602746407209053,0.021440802151940875,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,119,190,67
r0266_AB-front_speed_mm_per_day,3725,266,AB:front_speed_mm_per_day,0.8789943838492036,0.8898654654622078,0.51878403685987,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.19342640849247117,4.187832165378317,10.903553873268487,114.13692539557815,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6542514313012361,3.464437742769828,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.4050186675591882,0.023093858690370606,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,119,190,67
r0266_AB-front_width_mm,3726,266,AB:front_width_mm,0.8439652593806386,0.5539572397246957,0.51878403685987,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.17958096180682126,2.4389308900763287,10.903553873268487,114.13692539557815,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6542514313012361,3.464437742769828,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.21899277751013688,0.03681550849544595,6216.0035043286525,35.69722983629528,8.449524227587643,3.5156940974650914,119,190,67
r0266_AB-diffusivity_ratio,3727,266,AB:diffusivity_ratio,0.8439652593806386,0.8898654654622078,0.9891404453665018,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.17958096180682126,4.187832165378317,95.12198197656912,114.13692539557815,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6542514313012361,3.464437742769828,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.37602746407209053,0.021440802151940875,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,119,190,67
r0266_AB-resection_time,3728,266,AB:resection_time,0.8439652593806386,0.8898654654622078,0.51878403685987,0.9015725459903479,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.17958096180682126,4.187832165378317,10.903553873268487,183.26733281835914,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6542514313012361,3.464437742769828,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.37602746407209053,0.021440802151940875,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,119,190,67
r0266_AB-chemo_kill_rate,3729,266,AB:chemo_kill_rate,0.8439652593806386,0.8898654654622078,0.51878403685987,0.4949230905622244,0.8269840208813548,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.17958096180682126,4.187832165378317,10.903553873268487,114.13692539557815,0.005955264036859906,0.05509292539732741,10.475430436432362,0.6542514313012361,3.464437742769828,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.37602746407209053,0.021440802151940875,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,119,190,67
r0266_AB-rt_alpha,3730,266,AB:rt_alpha,0.8439652593806386,0.8898654654622078,0.51878403685987,0.4949230905622244,0.0845143273472786,0.9916856400668621,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.17958096180682126,4.187832165378317,10.903553873268487,114.13692539557815,0.0006440590383983759,0.19508000767065095,10.475430436432362,0.6542514313012361,3.464437742769828,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.37602746407209053,0.021440802151940875,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,119,190,67
r0266_AB-rt_alpha_beta_ratio,3731,266,AB:rt_alpha_beta_ratio,0.8439652593806386,0.8898654654622078,0.51878403685987,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.27150450833141804,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.17958096180682126,4.187832165378317,10.903553873268487,114.13692539557815,0.0006440590383983759,0.05509292539732741,6.172036066651344,0.6542514313012361,3.464437742769828,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.37602746407209053,0.021440802151940875,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,119,190,67
r0266_AB-seed_peak_density,3732,266,AB:seed_peak_density,0.8439652593806386,0.8898654654622078,0.51878403685987,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13095762208104134,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.17958096180682126,4.187832165378317,10.903553873268487,114.13692539557815,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6523830488324165,3.464437742769828,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.37602746407209053,0.021440802151940875,31378.960989056995,105.24805129232202,14.508483814122137,5.936159313897539,119,190,67
r0266_AB-seed_relative_width,3733,266,AB:seed_relative_width,0.8439652593806386,0.8898654654622078,0.51878403685987,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.9892331482842565,0.7021955903619528,0.9881335236132145,0.2944089360535145,0.17958096180682126,4.187832165378317,10.903553873268487,114.13692539557815,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6542514313012361,3.9702590648891065,0.6565934065934066,0.8738532110091743,0.3708791208791209,0.37602746407209053,0.021440802151940875,47362.95895818333,138.22488358649505,16.626778616827437,6.918101643188962,119,190,67
r0266_AB-gaussian_seed_x_fraction,3734,266,AB:gaussian_seed_x_fraction,0.8439652593806386,0.8898654654622078,0.51878403685987,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.8735624300315976,0.9881335236132145,0.2944089360535145,0.17958096180682126,4.187832165378317,10.903553873268487,114.13692539557815,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6542514313012361,3.464437742769828,0.7884615384615384,0.7775229357798165,0.38186813186813184,0.37602746407209053,0.021440802151940875,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,143,169,69
r0266_AB-gaussian_seed_y_fraction,3735,266,AB:gaussian_seed_y_fraction,0.8439652593806386,0.8898654654622078,0.51878403685987,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.266773397102952,0.2944089360535145,0.17958096180682126,4.187832165378317,10.903553873268487,114.13692539557815,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6542514313012361,3.464437742769828,0.6565934065934066,0.31880733944954126,0.2664835164835165,0.37602746407209053,0.021440802151940875,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,119,69,48
r0266_AB-gaussian_seed_z_fraction,3736,266,AB:gaussian_seed_z_fraction,0.8439652593806386,0.8898654654622078,0.51878403685987,0.4949230905622244,0.0845143273472786,0.5696224039420485,0.8094288045540452,0.13562857825309038,0.7926212307065725,0.7021955903619528,0.9881335236132145,0.3264054972678423,0.17958096180682126,4.187832165378317,10.903553873268487,114.13692539557815,0.0006440590383983759,0.05509292539732741,10.475430436432362,0.6542514313012361,3.464437742769828,0.6565934065934066,0.8738532110091743,0.37637362637362637,0.37602746407209053,0.021440802151940875,31468.82828512892,105.24805129232202,14.508483814122137,6.0367175162286895,119,190,68
r0266_B,3737,266,B,0.8789943838492036,0.5539572397246957,0.9891404453665018,0.9015725459903479,0.8269840208813548,0.9916856400668621,0.27150450833141804,0.13095762208104134,0.9892331482842565,0.8735624300315976,0.266773397102952,0.3264054972678423,0.19342640849247117,2.4389308900763287,95.12198197656912,183.26733281835914,0.005955264036859906,0.19508000767065095,6.172036066651344,0.6523830488324165,3.9702590648891065,0.7884615384615384,0.3646788990825688,0.3873626373626374,0.23587682131440513,0.03965393387723621,9328.83671003637,46.88205983764598,9.683187474963601,3.9618849394704423,143,79,70
r0267_A,3738,267,A,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.6129179684323327,2.3565740615048694,187.19713799655437,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9536295898258687,2.0804455282242946,0.25,0.4059633027522936,0.728021978021978,0.04429033010354454,0.01702489166078569,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,45,88,132
r0267_AB-front_speed_mm_per_day,3739,267,AB:front_speed_mm_per_day,0.2195961968973279,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.04778917696970035,1.6129179684323327,2.3565740615048694,187.19713799655437,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9536295898258687,2.0804455282242946,0.25,0.4059633027522936,0.728021978021978,0.038540011115511155,0.014814509449649443,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,45,88,132
r0267_AB-front_width_mm,3740,267,AB:front_width_mm,0.2851868262514472,0.06319730542600155,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.1070647454412106,2.3565740615048694,187.19713799655437,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9536295898258687,2.0804455282242946,0.25,0.4059633027522936,0.728021978021978,0.030399725206883506,0.024804108145771716,183.50066016620985,2.652337249298609,2.3031878991079338,2.2171594262990237,45,88,132
r0267_AB-diffusivity_ratio,3741,267,AB:diffusivity_ratio,0.2851868262514472,0.29702602233737707,0.425549041479826,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.6129179684323327,7.09738040198421,187.19713799655437,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9536295898258687,2.0804455282242946,0.25,0.4059633027522936,0.728021978021978,0.04429033010354454,0.01702489166078569,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,45,88,132
r0267_AB-resection_time,3742,267,AB:resection_time,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.4602243108674884,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.6129179684323327,2.3565740615048694,108.23813284747303,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9536295898258687,2.0804455282242946,0.25,0.4059633027522936,0.728021978021978,0.04429033010354454,0.01702489166078569,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,45,88,132
r0267_AB-chemo_kill_rate,3743,267,AB:chemo_kill_rate,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.43960223253816366,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.6129179684323327,2.3565740615048694,187.19713799655437,0.0018659744594040387,0.024833282382917463,7.141066312789917,0.9536295898258687,2.0804455282242946,0.25,0.4059633027522936,0.728021978021978,0.04429033010354454,0.01702489166078569,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,45,88,132
r0267_AB-rt_alpha,3744,267,AB:rt_alpha,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.2529806951060891,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.6129179684323327,2.3565740615048694,187.19713799655437,0.005343094984646304,0.021337103932497034,7.141066312789917,0.9536295898258687,2.0804455282242946,0.25,0.4059633027522936,0.728021978021978,0.04429033010354454,0.01702489166078569,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,45,88,132
r0267_AB-rt_alpha_beta_ratio,3745,267,AB:rt_alpha_beta_ratio,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.585103077813983,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.6129179684323327,2.3565740615048694,187.19713799655437,0.005343094984646304,0.024833282382917463,8.680824622511864,0.9536295898258687,2.0804455282242946,0.25,0.4059633027522936,0.728021978021978,0.04429033010354454,0.01702489166078569,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,45,88,132
r0267_AB-seed_peak_density,3746,267,AB:seed_peak_density,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.9755927911028266,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.6129179684323327,2.3565740615048694,187.19713799655437,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9902371164411307,2.0804455282242946,0.25,0.4059633027522936,0.728021978021978,0.04429033010354454,0.01702489166078569,589.2707595989638,5.629985328370445,3.3555879748176607,3.3589914015070037,45,88,132
r0267_AB-seed_relative_width,3747,267,AB:seed_relative_width,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.26903123036026955,0.19426030199974775,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.6129179684323327,2.3565740615048694,187.19713799655437,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9536295898258687,2.409996799194789,0.25,0.4059633027522936,0.728021978021978,0.04429033010354454,0.01702489166078569,882.1364313801076,7.554878706259905,3.8871271412856836,3.741935508545519,45,88,132
r0267_AB-gaussian_seed_x_fraction,3748,267,AB:gaussian_seed_x_fraction,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.3629417037591338,0.34651543106883764,0.9440442156046629,0.05491950734059004,1.6129179684323327,2.3565740615048694,187.19713799655437,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9536295898258687,2.0804455282242946,0.3873626373626374,0.37844036697247707,0.7939560439560439,0.04429033010354454,0.01702489166078569,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,70,82,144
r0267_AB-gaussian_seed_y_fraction,3749,267,AB:gaussian_seed_y_fraction,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.7814724119380116,0.9440442156046629,0.05491950734059004,1.6129179684323327,2.3565740615048694,187.19713799655437,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9536295898258687,2.0804455282242946,0.25,0.7041284403669725,0.6456043956043956,0.04429033010354454,0.01702489166078569,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,45,153,117
r0267_AB-gaussian_seed_z_fraction,3750,267,AB:gaussian_seed_z_fraction,0.2851868262514472,0.29702602233737707,0.18614054657518864,0.9246890470385551,0.7907756883651018,0.3036318365484476,0.3926332890987396,0.8840739745646715,0.056892515160143375,0.19426030199974775,0.34651543106883764,0.542512983083725,0.05491950734059004,1.6129179684323327,2.3565740615048694,187.19713799655437,0.005343094984646304,0.024833282382917463,7.141066312789917,0.9536295898258687,2.0804455282242946,0.25,0.4059633027522936,0.5137362637362637,0.04429033010354454,0.01702489166078569,567.4863357903081,5.629985328370445,3.3555879748176607,3.2302503464976633,45,88,93
r0267_B,3751,267,B,0.2195961968973279,0.06319730542600155,0.425549041479826,0.4602243108674884,0.43960223253816366,0.2529806951060891,0.585103077813983,0.9755927911028266,0.26903123036026955,0.3629417037591338,0.7814724119380116,0.542512983083725,0.04778917696970035,1.1070647454412106,7.09738040198421,108.23813284747303,0.0018659744594040387,0.021337103932497034,8.680824622511864,0.9902371164411307,2.409996799194789,0.3873626373626374,0.7362385321100917,0.5082417582417582,0.02645285651840314,0.02158373174039356,296.19482272228305,3.559172011616218,2.6680224930147114,2.6707285519911528,70,160,92
r0268_A,3752,268,A,0.48794520180672407,0.8711392628028989,0.42605265509337187,0.7882408034056425,0.9996136566624045,0.04401947930455208,0.9146964931860566,0.008189871907234192,0.9176586102694273,0.9035302074626088,0.7564640557393432,0.7779680928215384,0.08441708421414872,4.0634995341350155,7.113859936470705,164.00093657895923,0.009988432883022029,0.011409606406718476,11.317571945488453,0.6032759487628937,3.7780940352330066,0.8159340659340659,0.6077981651376146,0.5302197802197802,0.17151439118861483,0.010387239312446275,34379.91084811825,117.84630206139309,15.352283352087603,1.602099341387379,148,132,96
r0268_AB-front_speed_mm_per_day,3753,268,AB:front_speed_mm_per_day,0.8115460984408855,0.8711392628028989,0.42605265509337187,0.7882408034056425,0.9996136566624045,0.04401947930455208,0.9146964931860566,0.008189871907234192,0.9176586102694273,0.9035302074626088,0.7564640557393432,0.7779680928215384,0.16765176187992004,4.0634995341350155,7.113859936470705,164.00093657895923,0.009988432883022029,0.011409606406718476,11.317571945488453,0.6032759487628937,3.7780940352330066,0.8159340659340659,0.6077981651376146,0.5302197802197802,0.3406264281479848,0.020628987461617558,34379.91084811825,117.84630206139309,15.352283352087603,1.602099341387379,148,132,96
r0268_AB-front_width_mm,3754,268,AB:front_width_mm,0.48794520180672407,0.3822228070348501,0.42605265509337187,0.7882408034056425,0.9996136566624045,0.04401947930455208,0.9146964931860566,0.008189871907234192,0.9176586102694273,0.9035302074626088,0.7564640557393432,0.7779680928215384,0.08441708421414872,1.8499597399030605,7.113859936470705,164.00093657895923,0.009988432883022029,0.011409606406718476,11.317571945488453,0.6032759487628937,3.7780940352330066,0.8159340659340659,0.6077981651376146,0.5302197802197802,0.07808410357809066,0.022815924691034693,3244.0753615517747,24.425310022592985,6.989321858748957,0.7293760602147477,148,132,96
